0 9001 blit stone 5 .5
0 9001 blit stone 6 .5
0 9001 blit stone 7 .5
0 9001 blit stone 8 .5
0 9001 blit stone 9 .5
0 9001 blit stone 10 .5
0 9001 blit stone 11 .5
0 9001 blit stone 12 .5
0 9001 blit stone 13 .5
0 9001 blit stone 3 1.5
0 9001 blit stone 4 1.5
0 9001 blit stone 5 1.5
0 9001 blit stone 13 1.5
0 9001 blit stone 14 1.5
0 9001 blit stone 15 1.5
0 9001 blit stone 2 2.5
0 9001 blit stone 3 2.5
0 9001 blit stone 15 2.5
0 9001 blit stone 16 2.5
0 9001 blit stone 16 3.5
0 9001 blit stone 17 3.5
0 9001 blit stone 18 3.5
0 9001 blit stone 19 3.5
0 9001 blit stone 20 3.5
0 9001 blit stone 21 3.5
0 9001 blit stone 22 3.5
0 9001 blit stone 23 3.5
0 9001 blit stone 24 3.5
0 9001 blit stone 25 3.5
0 9001 blit stone 26 3.5
0 9001 blit stone 27 3.5
0 9001 blit stone 28 3.5
0 9001 blit stone 29 3.5
0 9001 blit stone 30 3.5
0 9001 blit stone 31 3.5
0 9001 blit stone 32 3.5
0 9001 blit stone 33 3.5
0 9001 blit stone 34 3.5
0 9001 blit stone 35 3.5
0 9001 blit stone 2 3
0 9001 blit stone 2 4
0 9001 blit stone 2 5
0 9001 blit stone 2 6
0 9001 blit stone 2 7
0 9001 blit stone 2 8
0 9001 blit stone 3 8
0 9001 blit stone 4 8
0 9001 blit stone 5 8
0 9001 blit stone 6 8
0 9001 blit stone 7 8
0 9001 blit stone 8 8
0 9001 blit stone 9 8
0 9001 blit stone 10 8
0 9001 blit stone 11 8
0 9001 blit stone 12 8
0 9001 blit stone 13 8
0 9001 blit stone 14 8
0 9001 blit stone 15 8
0 9001 blit stone 16 8
0 9001 blit stone 17 8
0 9001 blit stone 18 8
0 9001 blit stone 19 8
0 9001 blit stone 20 8
0 9001 blit stone 21 8
0 9001 blit stone 22 8
0 9001 blit stone 23 8
0 9001 blit stone 24 8
0 9001 blit stone 25 8
0 9001 blit stone 26 8
0 9001 blit stone 27 8
0 9001 blit stone 28 8
0 9001 blit stone 29 8
0 9001 blit stone 30 8
0 9001 blit stone 31 8
0 9001 blit stone 32 8
0 9001 blit stone 33 8
0 9001 blit stone 34 8
0 9001 blit stone 35 8
0 9001 blit stone 36 8
0 9001 blit king 7 3
1 1.05 blit aarak 35 5
1.051 1.1 blit aarak 34.5 5
1.101 1.15 blit aarak 34 5
1.151 1.2 blit aarak 33.5 5
1.201 1.25 blit aarak 33 5
1.251 1.3 blit aarak 32.5 5
1.301 1.35 blit aarak 32 5
1.351 1.4 blit aarak 31.5 5
1.401 1.45 blit aarak 31 5
1.451 1.5 blit aarak 30.5 5
1.501 1.55 blit aarak 30 5
1.551 1.6 blit aarak 29.5 5
1.601 1.65 blit aarak 29 5
1.651 1.7 blit aarak 28.5 5
1.701 1.75 blit aarak 28 5
1.751 1.8 blit aarak 27.5 5
1.801 1.85 blit aarak 27 5
1.851 1.9 blit aarak 26.5 5
1.901 1.95 blit aarak 26 5
1.951 2.0 blit aarak 25.5 5
2.001 2.05 blit aarak 25 5
2.051 2.1 blit aarak 24.5 5
2.101 2.15 blit aarak 24 5
2.151 2.2 blit aarak 23.5 5
2.201 2.25 blit aarak 23 5
2.251 2.3 blit aarak 22.5 5
2.301 2.35 blit aarak 22 5
2.351 2.4 blit aarak 21.5 5
2.401 2.45 blit aarak 21 5
2.451 2.5 blit aarak 20.5 5
2.501 2.55 blit aarak 20 5
2.551 2.6 blit aarak 19.5 5
2.601 2.65 blit aarak 19 5
2.651 2.7 blit aarak 18.5 5
2.701 2.75 blit aarak 18 5
2.751 2.8 blit aarak 17.5 5
2.801 2.85 blit aarak 17 5
2.851 2.9 blit aarak 16.5 5
2.901 2.95 blit aarak 16 5
2.951 3.0 blit aarak 15.5 5
3.001 3.05 blit aarak 15 5
3.051 3.1 blit aarak 14.5 5
3.101 3.15 blit aarak 14 5
3.151 3.2 blit aarak 13.5 5
3.201 9001 blit aarak 13 5
3.3 9.5 text s3l1 5 11
9.6 12.2 text s3l2 1 11
12.3 15.9 text s3l3 5 11
16 19.6 text s3l4 1 11
19.7 23.3 text s3l5 5 11
23.4 9001 text s3l6 1 11
27.4 9001 play scene2 0 0
30.4 9001 end end 0 0
