0 9001 blit wood 2 2
0 9001 blit wood 3 2
0 9001 blit wood 4 2
0 9001 blit wood 5 2
0 9001 blit wood 6 2
0 9001 blit wood 7 2
0 9001 blit wood 8 2
0 9001 blit wood 9 2
0 9001 blit wood 10 2
0 9001 blit wood 11 2
0 9001 blit wood 12 2
0 9001 blit wood 13 2
0 9001 blit wood 14 2
0 9001 blit wood 15 2
0 9001 blit wood 16 2
0 9001 blit wood 17 2
0 9001 blit wood 18 2
0 9001 blit wood 19 2
0 9001 blit wood 20 2
0 9001 blit wood 21 2
0 9001 blit wood 22 2
0 9001 blit stone 2 3
0 9001 blit stone 22 3
0 9001 blit stone 2 4
0 9001 blit stone 2 5
0 9001 blit stone 2 6
0 9001 blit stone 0 7
0 9001 blit stone 1 7
0 9001 blit stone 2 7
0 9001 blit stone 3 7
0 9001 blit stone 4 7
0 9001 blit stone 5 7
0 9001 blit stone 6 7
0 9001 blit stone 7 7
0 9001 blit stone 8 7
0 9001 blit stone 9 7
0 9001 blit stone 10 7
0 9001 blit stone 11 7
0 9001 blit stone 12 7
0 9001 blit stone 13 7
0 9001 blit stone 14 7
0 9001 blit stone 15 7
0 9001 blit stone 16 7
0 9001 blit stone 17 7
0 9001 blit stone 18 7
0 9001 blit stone 19 7
0 9001 blit stone 20 7
0 9001 blit stone 21 7
0 9001 blit stone 22 7
0 9001 blit stone 23 7
0 9001 blit stone 24 7
0 9001 blit stone 25 7
0 9001 blit stone 26 7
0 9001 blit stone 27 7
0 9001 blit stone 28 7
0 9001 blit stone 29 7
0 9001 blit stone 30 7
0 9001 blit stone 31 7
0 9001 blit stone 32 7
0 9001 blit stone 33 7
0 9001 blit stone 34 7
0 9001 blit stone 35 7
0 9001 blit stone 36 7
0 9001 blit aarak 4 4
1 1.05 blit messenger 35 4
1.051 1.1 blit messenger 34.5 4
1.101 1.15 blit messenger 34 4
1.151 1.2 blit messenger 33.5 4
1.201 1.25 blit messenger 33 4
1.251 1.3 blit messenger 32.5 4
1.301 1.35 blit messenger 32 4
1.351 1.4 blit messenger 31.5 4
1.401 1.45 blit messenger 31 4
1.451 1.5 blit messenger 30.5 4
1.501 1.55 blit messenger 30 4
1.551 1.6 blit messenger 29.5 4
1.601 1.65 blit messenger 29 4
1.651 1.7 blit messenger 28.5 4
1.701 1.75 blit messenger 28 4
1.751 1.8 blit messenger 27.5 4
1.801 1.85 blit messenger 27 4
1.851 1.9 blit messenger 26.5 4
1.901 1.95 blit messenger 26 4
1.951 2.0 blit messenger 25.5 4
2.001 2.05 blit messenger 25 4
2.051 2.1 blit messenger 24.5 4
2.101 2.15 blit messenger 24 4
2.151 2.2 blit messenger 23.5 4
2.201 2.25 blit messenger 23 4
2.251 2.3 blit messenger 22.5 4
2.301 2.35 blit messenger 22 4
2.351 2.4 blit messenger 21.5 4
2.401 2.45 blit messenger 21 4
2.451 2.5 blit messenger 20.5 4
2.501 2.55 blit messenger 20 4
2.551 2.6 blit messenger 19.5 4
2.601 2.65 blit messenger 19 4
2.651 2.7 blit messenger 18.5 4
2.701 2.75 blit messenger 18 4
2.751 2.8 blit messenger 17.5 4
2.801 2.85 blit messenger 17 4
2.851 2.9 blit messenger 16.5 4
2.901 2.95 blit messenger 16 4
2.951 3.0 blit messenger 15.5 4
3.001 3.05 blit messenger 15 4
3.051 3.1 blit messenger 14.5 4
3.101 3.15 blit messenger 14 4
3.151 3.2 blit messenger 13.5 4
3.201 3.25 blit messenger 13 4
3.251 3.3 blit messenger 12.5 4
3.301 3.35 blit messenger 12 4
3.351 3.4 blit messenger 11.5 4
3.401 3.45 blit messenger 11 4
3.451 3.5 blit messenger 10.5 4
3.501 3.55 blit messenger 10 4
3.551 3.6 blit messenger 9.5 4
3.601 9001 blit messenger 9 4
3.6 7.4 text s1l1 5 10
7.5 9.7 text s1l2 1 10
9.8 17.2 text s1l3 5 10
17.3 20.7 text s1l4 1 10
20.8 26.2 text s1l5 5 10
26.3 9001 text s1l6 2 10
33.3 9001 blit wood 3 18.2
33.3 9001 blit oneUp 3 19.6
33.3 9001 blit stone 3 21
33.3 9001 text s1l7 5 18
38.7 9001 play scene1 0 0
40 9001 end end 0 0
