0 9001 blit random 5 1
0 9001 blit random 6 1
0 9001 blit random 7 1
0 9001 blit random 8 1
0 9001 blit random 9 1
0 9001 blit random 9 2
0 9001 blit random 10 2
0 9001 blit random 11 2
0 9001 blit random 12 2
0 9001 blit random 2 2
0 9001 blit random 3 2
0 9001 blit random 4 2
0 9001 blit random 5 2
0 9001 blit random 2 3
0 9001 blit random 2 4
0 9001 blit random 2 5
0 9001 blit stone 2 6
0 9001 blit stone 3 6
0 9001 blit stone 4 6
0 9001 blit stone 5 6
0 9001 blit stone 6 6
0 9001 blit stone 7 6
0 9001 blit stone 8 6
0 9001 blit stone 9 6
0 9001 blit stone 10 6
0 9001 blit stone 11 6
0 9001 blit stone 12 6
0 9001 blit stone 13 6
0 9001 blit stone 14 6
0 9001 blit stone 15 6
0 9001 blit stone 16 6
0 9001 blit stone 17 6
0 9001 blit stone 18 6
0 9001 blit stone 19 6
0 9001 blit stone 20 6
0 9001 blit stone 21 6
0 9001 blit stone 22 6
0 9001 blit stone 23 6
0 9001 blit stone 24 6
0 9001 blit stone 25 6
0 9001 blit stone 26 6
0 9001 blit stone 27 6
0 9001 blit stone 28 6
0 9001 blit stone 29 6
0 9001 blit stone 30 6
0 9001 blit stone 31 6
0 9001 blit stone 32 6
0 9001 blit stone 33 6
0 9001 blit stone 34 6
0 9001 blit stone 35 6
0 9001 blit stone 36 6
0 9001 blit stone 37 6
0 9001 blit laftaBroken 4 3
1 1.05 blit aarak 35 3
1.051 1.1 blit aarak 34.5 3
1.101 1.15 blit aarak 34 3
1.151 1.2 blit aarak 33.5 3
1.201 1.25 blit aarak 33 3
1.251 1.3 blit aarak 32.5 3
1.301 1.35 blit aarak 32 3
1.351 1.4 blit aarak 31.5 3
1.401 1.45 blit aarak 31 3
1.451 1.5 blit aarak 30.5 3
1.501 1.55 blit aarak 30 3
1.551 1.6 blit aarak 29.5 3
1.601 1.65 blit aarak 29 3
1.651 1.7 blit aarak 28.5 3
1.701 1.75 blit aarak 28 3
1.751 1.8 blit aarak 27.5 3
1.801 1.85 blit aarak 27 3
1.851 1.9 blit aarak 26.5 3
1.901 1.95 blit aarak 26 3
1.951 2.0 blit aarak 25.5 3
2.001 2.05 blit aarak 25 3
2.051 2.1 blit aarak 24.5 3
2.101 2.15 blit aarak 24 3
2.151 2.2 blit aarak 23.5 3
2.201 2.25 blit aarak 23 3
2.251 2.3 blit aarak 22.5 3
2.301 2.35 blit aarak 22 3
2.351 2.4 blit aarak 21.5 3
2.401 2.45 blit aarak 21 3
2.451 2.5 blit aarak 20.5 3
2.501 2.55 blit aarak 20 3
2.551 2.6 blit aarak 19.5 3
2.601 2.65 blit aarak 19 3
2.651 2.7 blit aarak 18.5 3
2.701 2.75 blit aarak 18 3
2.751 2.8 blit aarak 17.5 3
2.801 2.85 blit aarak 17 3
2.851 2.9 blit aarak 16.5 3
2.901 2.95 blit aarak 16 3
2.951 3.0 blit aarak 15.5 3
3.001 3.05 blit aarak 15 3
3.051 3.1 blit aarak 14.5 3
3.101 3.15 blit aarak 14 3
3.151 3.2 blit aarak 13.5 3
3.201 3.25 blit aarak 13 3
3.251 3.3 blit aarak 12.5 3
3.301 3.35 blit aarak 12 3
3.351 3.4 blit aarak 11.5 3
3.401 3.45 blit aarak 11 3
3.451 3.5 blit aarak 10.5 3
3.501 3.55 blit aarak 10 3
3.551 3.6 blit aarak 9.5 3
3.601 18.2 blit aarak 9 3
3.7 6.7 text s5l1 5 9
6.8 21 text s5l2 1 9
12.1 21 text s5l3 1 14
14.2 21 text s5l4 5 16
18.21 18.6 blit aarakAura 9 3
18.61 19 blit aarakEnhanced 9 3
19.01 19.4 blit aarakAura 9 3
19.41 19.8 blit aarakEnhanced 9 3
19.81 20.2 blit aarakAura 9 3
20.21 9001 blit aarakEnhanced 9 3
21.1 25.1 text s5l5 1 9
25.2 26.8 text s5l6 5 9
26.9 29.3 text s5l7 1 9
29.4 33 text s5l8 5 9
33.1 45.1 text s5l9 1 9
45.2 49.2 text s5l10 5 9
49.3 9001 text s5l11 1 9
57.4 9001 text s5l12 1 14
58.9 9001 text s5l13 6 14
60 9001 text s5l14 12 14
63.1 9001 text s5l15 1 16
69 9001 play scene5 0 0
75 9001 end end 0 0
