32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,64,176
32,32,32,32,32,176,64,32,64,32,176,32,64,64,64,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,64,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,64,32,64,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,46,176
32,32,32,32,32,176,32,32,32,46,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,176,32,32,32,32,176
32,32,32,32,32,176,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,176
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,176,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,176,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,176,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,176,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,176,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,176,32,32
32,32,32,32,32,32,32,32,32,32,32,32,46,176,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,176,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,176,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,32,32,32,32,32,32,32
32,32,32,32,32,32,32,46,176,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,176,32,32,64,64,32,32,32
32,32,32,32,32,32,32,32,32,32,32,64,64,64,64,64
32,32,32,32,32,32,32,32,32,32,32,32,64,32,32,32
32,32,32,32,32,32,176,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,176,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,176,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,176,32,32,32,32,32,32,32,176,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
